person_id,family_name,first_name,name_lang,sex,rustication,rustication_start,rustication_end,place_of_rust,birthyear,deathyear,alt_name,alt_name_lang,place_of_birth,social_position,narrative_age,neibu_access,source_1,page_1,source_2,page_2,fictionality,narrative_status,commentary,note,created,created_by,last_modified,last_modified_by
P0060,礼,平,zh,male,no,NULL,NULL,NULL,1948,,刘辉宣,zh,PL0006,,,,SS00138,,https://baike.baidu.com/item/%E7%A4%BC%E5%B9%B3,ONLINE SOURCE,,,,,2017-07-05,LH,2018-12-18,DP
P0061,Yang,Xiguang,en,male,no,NULL,NULL,NULL,1948,2004,Yang Xiaokai,en,PL0194,,,,https://zh.wikipedia.org/wiki/%E6%9D%A8%E5%B0%8F%E5%87%AF,ONLINE SOURCE,https://baike.baidu.com/item/%E6%9D%A8%E5%B0%8F%E5%87%AF/6900844?fromtitle=%E6%9D%A8%E6%9B%A6%E5%85%89&fromid=8785039,ONLINE SOURCE,,,,,2017-07-05,LH,2018-12-18,DP
P0061,杨,曦光,zh,male,no,NULL,NULL,NULL,1948,2004,杨小凯,zh,PL0194,,,,https://zh.wikipedia.org/wiki/%E6%9D%A8%E5%B0%8F%E5%87%AF,ONLINE SOURCE,https://baike.baidu.com/item/%E6%9D%A8%E5%B0%8F%E5%87%AF/6900844?fromtitle=%E6%9D%A8%E6%9B%A6%E5%85%89&fromid=8785039,ONLINE SOURCE,,,,,2017-07-05,LH,2018-12-18,DP
P0062,Siao,Eva,en,female,NULL,NULL,NULL,NULL,1911,2001,,,PL0195,,,,SS00113,,https://en.wikipedia.org/wiki/Eva_Sandberg_Xiao,,,,,Third source: https://zh.wikipedia.org/wiki/%E5%8F%B6%E5%8D%8E_(%E8%90%A7%E4%B8%89%E5%A4%AB%E4%BA%BA),2017-07-05,LH,2018-03-13,WH
P0062,叶,华,zh,female,NULL,NULL,NULL,NULL,1911,2001,,,PL0195,,,,SS00113,,https://en.wikipedia.org/wiki/Eva_Sandberg_Xiao,,,,,Third source: https://zh.wikipedia.org/wiki/%E5%8F%B6%E5%8D%8E_(%E8%90%A7%E4%B8%89%E5%A4%AB%E4%BA%BA),2017-07-05,LH,2018-03-13,WH
P0063,Nanchu,,en,female,yes,1970,1973,PL0008,1953,,,,,,,yes,SS00003,196f,https://viaf.org/viaf/263815550/,,,,,"DP: this is an en pen-name by an expat living in the US, no translations or authoritative sources for transliteration are available",2017-07-05,LH,2018-08-20,DP
P0063,Nanchu,,zh,female,yes,1970,1973,PL0008,1953,,,,,,,yes,SS00003,196f,https://viaf.org/viaf/263815550/,,,,,"DP: this is an en pen-name by an expat living in the US, no translations or authoritative sources for transliteration are available",2017-07-05,LH,2018-08-20,DP
P0064,Gao,Yuan,en,male,unknown,NULL,NULL,NULL,1952,,,,PL0410,,,,SS00128,5ff.,,,,,,Could not exactly locate Shuiyuan. Somewhere close to the Taihang mountains.,2017-07-05,LH,2018-11-01,MG
P0064,高,原,zh,male,unknown,NULL,NULL,NULL,1952,,,,PL0410,,,,SS00128,5ff.,,,,,,Could not exactly locate Shuiyuan. Somewhere close to the Taihang mountains.,2017-07-05,LH,2018-11-01,MG
P0065,Zhang,Zhenzhou,en,male,unknown,NULL,NULL,NULL,,,,,,,,,SS00112,51,,,,,,,2017-07-05,LH,2018-02-07,WH
P0065,张,振州,zh,male,unknown,NULL,NULL,NULL,,,,,,,,,SS00112,51,,,,,,,2017-07-05,LH,2018-02-07,WH
P0066,Gan,Lulin,en,male,unknown,NULL,NULL,NULL,,"[1972, 1973]",,,,,,,SS00112,51,,,,,His father was Gan Chongdou.,,2017-07-05,LH,2018-02-07,WH
P0066,甘,露林,zh,male,unknown,NULL,NULL,NULL,,"[1972, 1973]",,,,,,,SS00112,51,,,,,His father was Gan Chongdou.,,2017-07-05,LH,2018-02-07,WH
P0067,Yu,Zhixin,en,male,yes,1963?,[1980..1989],PL0014,,,Yu Tiesheng,en,,,,,SS00112,51,,,,,,,2017-07-05,LH,2018-03-13,WH
P0067,于,植信,zh,male,yes,1963?,[1980..1989],PL0014,,,于铁生,zh,,,,,SS00112,51,,,,,,,2017-07-05,LH,2018-03-13,WH
P0068,Zhang,Runfeng,en,male,unknown,NULL,NULL,NULL,,,,,,,,,SS00112,51,,,,,,,2017-07-05,LH,2018-02-07,WH
P0068,张,润峰,zh,male,unknown,NULL,NULL,NULL,,,,,,,,,SS00112,51,,,,,,,2017-07-05,LH,2018-02-07,WH
P0069,Yang,Xiaomin,en,female,unknown,NULL,NULL,NULL,,,,,,,,,SS00112,51,,,,,,,2017-07-05,LH,2018-02-07,WH
P0069,杨,孝敏,zh,female,unknown,NULL,NULL,NULL,,,,,,,,,SS00112,51,,,,,,,2017-07-05,LH,2018-02-07,WH
P0070,Jiang,Dingyue,en,female,yes,unknown,unknown,PL0133,,,,,PL0136,S05,,yes,SS00112,51,https://book.douban.com/review/6519809/,ONLINE SOURCE,,,Grew up in Beijing. 抗日名将蒋光鼐之女,,2017-07-05,LH,2018-01-26,WH
P0070,蒋,定粤,zh,female,yes,unknown,unknown,PL0133,,,,,PL0136,S05,,yes,SS00112,51,https://book.douban.com/review/6519809/,ONLINE SOURCE,,,Grew up in Beijing. 抗日名将蒋光鼐之女,,2017-07-05,LH,2018-01-26,WH
P0071,Gan,Huili,en,male,unknown,NULL,NULL,NULL,,,,,,,,,SS00112,52,,,,,,,2017-07-05,LH,2018-02-07,WH
P0071,甘,恢理,zh,male,unknown,NULL,NULL,NULL,,,,,,,,,SS00112,52,,,,,,,2017-07-05,LH,2018-02-07,WH
P0072,Zhang,Dawei,en,male,unknown,NULL,NULL,NULL,1949,,,,,S03,,,SS00112,52,http://history.sina.com.cn/bk/wgs/2013-09-03/144052895.shtml,ONLINE SOURCE,,,张仃的儿子 . 母亲陈布文，姐姐陈乔乔、大哥张耿军和张郎郎、弟弟张寥寥、张沛沛。,Third source (from his student): http://tieba.baidu.com/p/137913504?traceid=,2017-07-05,LH,2018-03-13,WH
P0072,张,大伟,zh,male,unknown,NULL,NULL,NULL,1949,,,,,S03,,,SS00112,52,http://history.sina.com.cn/bk/wgs/2013-09-03/144052895.shtml,ONLINE SOURCE,,,张仃的儿子 . 母亲陈布文，姐姐陈乔乔、大哥张耿军和张郎郎、弟弟张寥寥、张沛沛。,Third source (from his student): http://tieba.baidu.com/p/137913504?traceid=,2017-07-05,LH,2018-03-13,WH
P0073,Rae,Yang,en,female,yes,1968,1973,PL0008,1950,,,,PL0002,,,,SS00151,,https://en.wikipedia.org/wiki/Rae_Yang,,,,,Third source: http://www.shuku.net/novels/zhuanji/czzdryfgywgdgrjy/yangr.html,2017-07-05,LH,2018-03-13,WH
P0073,杨,瑞,zh,female,yes,1968,1973,PL0008,1950,,,,PL0002,,,,SS00151,,https://en.wikipedia.org/wiki/Rae_Yang,,,,,Third source: http://www.shuku.net/novels/zhuanji/czzdryfgywgdgrjy/yangr.html,2017-07-05,LH,2018-03-13,WH
P0074,Bai,Di,en,female,unknown,NULL,NULL,NULL,1954,,,,,,,,SS00123,92,,,,,,,2017-07-05,LH,2018-02-07,WH
P0074,柏,棣,zh,female,unknown,NULL,NULL,NULL,1954,,,,,,,,SS00123,92,,,,,,,2017-07-05,LH,2018-02-07,WH
P0075,Chen,Xiaomei,en,female,yes,1969,1973,PL0008,1954,,,,,,,,SS00123,,,,,,,,2017-07-05,LH,2018-01-26,WH
P0076,Aitmatov,Chinghiz,en,male,NULL,NULL,NULL,NULL,1928,2009,,,PL0024,,,,https://en.wikipedia.org/wiki/Chinghiz_Aitmatov,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0076,Чыңгыз,Айтматов,ky,male,NULL,NULL,NULL,NULL,1928,2009,,,PL0024,,,,https://en.wikipedia.org/wiki/Chinghiz_Aitmatov,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0076,艾特玛托夫,钦吉斯,zh,male,NULL,NULL,NULL,NULL,1928,2009,,,PL0024,,,,https://en.wikipedia.org/wiki/Chinghiz_Aitmatov,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0077,Akhmatova,Anna,en,female,NULL,NULL,NULL,NULL,1889,1966,,,PL0025,,,,https://en.wikipedia.org/wiki/Anna_Akhmatova,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0077,Ахматова,Анна,ru,female,NULL,NULL,NULL,NULL,1889,1966,,,PL0025,,,,https://en.wikipedia.org/wiki/Anna_Akhmatova,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0077,阿赫玛托娃,安娜,zh,female,NULL,NULL,NULL,NULL,1889,1966,,,PL0025,,,,https://en.wikipedia.org/wiki/Anna_Akhmatova,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0078,Aksyonov,Vasily,en,male,NULL,NULL,NULL,NULL,1932,2009,,,PL0026,,,,https://en.wikipedia.org/wiki/Vasily_Aksyonov,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0078,Аксёнов,Васи́лий,ru,male,NULL,NULL,NULL,NULL,1932,2009,,,PL0026,,,,https://en.wikipedia.org/wiki/Vasily_Aksyonov,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0078,阿克肖诺夫,瓦西里,zh,male,NULL,NULL,NULL,NULL,1932,2009,,,PL0026,,,,https://en.wikipedia.org/wiki/Vasily_Aksyonov,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0079,Alliluyeva,Svetlana,en,female,NULL,NULL,NULL,NULL,1926,2011,,,PL0027,,,,https://en.wikipedia.org/wiki/Svetlana_Alliluyeva,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0079,Аллилу́ева,Светла́на,ru,female,NULL,NULL,NULL,NULL,1926,2011,,,PL0027,,,,https://en.wikipedia.org/wiki/Svetlana_Alliluyeva,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0079,阿利卢耶娃,斯韦特兰娜,zh,female,NULL,NULL,NULL,NULL,1926,2011,,,PL0027,,,,https://en.wikipedia.org/wiki/Svetlana_Alliluyeva,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0080,Althusser,Louis,en,male,NULL,NULL,NULL,NULL,1918,1990,,,PL0028,,,,https://en.wikipedia.org/wiki/Louis_Althusser,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0080,阿尔都塞,路易,en,male,NULL,NULL,NULL,NULL,1918,1990,,,PL0028,,,,https://en.wikipedia.org/wiki/Louis_Althusser,,,,,,,,2018-02-03,OS,2018-02-03,OS
P0081,Anagnosti,Dhimitër,en,male,NULL,NULL,NULL,NULL,1936,,,,PL0029,,,,https://en.wikipedia.org/wiki/Dhimit%C3%ABr_Anagnosti,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0082,Andreyev,Leonid,en,male,NULL,NULL,NULL,NULL,1871,1919,,,PL0030,,,,https://en.wikipedia.org/wiki/Leonid_Andreyev,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0082,Андре́ев,Леони́д,ru,male,NULL,NULL,NULL,NULL,1871,1919,,,PL0030,,,,https://en.wikipedia.org/wiki/Leonid_Andreyev,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0082,安德列耶夫,列昂尼德,zh,male,NULL,NULL,NULL,NULL,1871,1919,,,PL0030,,,,https://en.wikipedia.org/wiki/Leonid_Andreyev,,,,,,,,2017-07-09,OS,2018-01-08,MG
P0084,Aristotle,,en,male,NULL,NULL,NULL,NULL,-0384,-0322,,,PL0031,,,,https://en.wikipedia.org/wiki/Aristotle,,,,,,,,2017-07-09,OS,2018-10-25,DP
P0084,Ἀριστοτέλης,,grc,male,NULL,NULL,NULL,NULL,-0384,-0322,,,PL0031,,,,https://en.wikipedia.org/wiki/Aristotle,,,,,,,,2017-07-09,OS,2018-10-25,DP
P0085,Artsybashev,Mikhail,en,male,NULL,NULL,NULL,NULL,1878,1927,,,PL0032,,,,https://en.wikipedia.org/wiki/Mikhail_Artsybashev,,,,,,,,2017-07-09,OS,2018-01-26,WH
P0085,Арцыба́шев,Михаи́л,ru,male,NULL,NULL,NULL,NULL,1878,1927,,,PL0032,,,,https://en.wikipedia.org/wiki/Mikhail_Artsybashev,,,,,,,,2017-07-09,OS,2018-01-26,WH
P0085,阿尔志跋绥夫,米哈伊尔,zh,male,NULL,NULL,NULL,NULL,1878,1927,,,PL0032,,,,https://en.wikipedia.org/wiki/Mikhail_Artsybashev,,,,,,,,2017-07-09,OS,2018-01-26,WH
P0086,Ba,Jin,en,male,NULL,NULL,NULL,NULL,1904,2005,Li Yaotang,en,PL0004,,,,https://en.wikipedia.org/wiki/Ba_Jin,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0086,巴,金,zh,male,NULL,NULL,NULL,NULL,1904,2005,李尧棠,zh,PL0004,,,,https://en.wikipedia.org/wiki/Ba_Jin,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0087,Baba,Corneliu,en,male,NULL,NULL,NULL,NULL,1906,1997,Baba,en,PL0033,,,,https://en.wikipedia.org/wiki/Corneliu_Baba,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0087,科内里,巴巴,zh,male,NULL,NULL,NULL,NULL,1906,1997,巴巴柯尔尼留,zh,PL0033,,,,https://en.wikipedia.org/wiki/Corneliu_Baba,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0088,Babayevsky,Semyon,en,male,NULL,NULL,NULL,NULL,1909,2000,,,PL0034,,,,https://en.wikipedia.org/wiki/Semyon_Babayevsky,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0088,Бабаевский,Семён,ru,male,NULL,NULL,NULL,NULL,1909,2000,,,PL0034,,,,https://en.wikipedia.org/wiki/Semyon_Babayevsky,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0088,巴巴耶夫斯基,谢苗,zh,male,NULL,NULL,NULL,NULL,1909,2000,,,PL0034,,,,https://en.wikipedia.org/wiki/Semyon_Babayevsky,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0089,Bach,Johann Sebastian,en,male,NULL,NULL,NULL,NULL,1685,1750,,,PL0035,,,,https://en.wikipedia.org/wiki/Johann_Sebastian_Bach,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0089,巴赫,约翰·塞巴斯蒂安,zh,male,NULL,NULL,NULL,NULL,1685,1750,,,PL0035,,,,https://en.wikipedia.org/wiki/Johann_Sebastian_Bach,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0090,Bai,Juyi,en,male,NULL,NULL,NULL,NULL,0772,0846,,,PL0046,,,,https://en.wikipedia.org/wiki/Bai_Juyi,,,,,,,,2017-07-10,OS,2018-10-25,DP
P0090,白,居易,zh,male,NULL,NULL,NULL,NULL,0772,0846,,,PL0046,,,,https://en.wikipedia.org/wiki/Bai_Juyi,,,,,,,,2017-07-10,OS,2018-10-25,DP
P0091,Balmont,Konstantin,en,male,NULL,NULL,NULL,NULL,1876,1942,,,PL0039,,,,https://en.wikipedia.org/wiki/Konstantin_Balmont,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0091,Бальмо́нт,Константи́н,ru,male,NULL,NULL,NULL,NULL,1876,1942,,,PL0039,,,,https://en.wikipedia.org/wiki/Konstantin_Balmont,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0091,巴尔蒙特,康斯坦丁,zh,male,NULL,NULL,NULL,NULL,1876,1942,,,PL0039,,,,https://en.wikipedia.org/wiki/Konstantin_Balmont,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0092,Balzac,Honoré de,en,male,NULL,NULL,NULL,NULL,1799,1850,,,PL0040,,,,https://en.wikipedia.org/wiki/Honor%C3%A9_de_Balzac,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0092,巴尔扎克,奥诺雷·德,zh,male,NULL,NULL,NULL,NULL,1799,1850,,,PL0040,,,,https://en.wikipedia.org/wiki/Honor%C3%A9_de_Balzac,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0093,Baudelaire,Charles,en,male,NULL,NULL,NULL,NULL,1821,1867,,,PL0047,,,,https://en.wikipedia.org/wiki/Charles_Baudelaire,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0093,波德莱尔,夏尔,zh,male,NULL,NULL,NULL,NULL,1821,1867,,,PL0047,,,,https://en.wikipedia.org/wiki/Charles_Baudelaire,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0094,Beckett,Samuel,en,male,NULL,NULL,NULL,NULL,1906,1989,,,PL0041,,,,https://en.wikipedia.org/wiki/Samuel_Beckett,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0094,贝克特,萨缪尔,zh,male,NULL,NULL,NULL,NULL,1906,1989,,,PL0041,,,,https://en.wikipedia.org/wiki/Samuel_Beckett,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0095,Beethoven,Ludwig van,en,male,NULL,NULL,NULL,NULL,1770,1827,,,PL0042,,,,https://en.wikipedia.org/wiki/Ludwig_van_Beethoven,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0095,貝多芬,路德維希·范,zh,male,NULL,NULL,NULL,NULL,1770,1827,,,PL0042,,,,https://en.wikipedia.org/wiki/Ludwig_van_Beethoven,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0096,Belinsky,Vissarion,en,male,NULL,NULL,NULL,NULL,1811,1848,,,PL0043,,,,https://en.wikipedia.org/wiki/Vissarion_Belinsky,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0096,Белинский,Виссарион,ru,male,NULL,NULL,NULL,NULL,1811,1848,,,PL0043,,,,https://en.wikipedia.org/wiki/Vissarion_Belinsky,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0096,别林斯基,维萨里昂,zh,male,NULL,NULL,NULL,NULL,1811,1848,,,PL0043,,,,https://en.wikipedia.org/wiki/Vissarion_Belinsky,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0097,Berlioz,Hector,en,male,NULL,NULL,NULL,NULL,1803,1869,,,PL0044,,,,https://en.wikipedia.org/wiki/Hector_Berlioz,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0097,柏辽兹,埃克托,zh,male,NULL,NULL,NULL,NULL,1803,1869,,,PL0044,,,,https://en.wikipedia.org/wiki/Hector_Berlioz,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0098,Bernstein,Eduard,en,male,NULL,NULL,NULL,NULL,1850,1932,,,PL0038,,,,https://en.wikipedia.org/wiki/Eduard_Bernstein,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0098,伯恩施坦,爱德华,zh,male,NULL,NULL,NULL,NULL,1850,1932,,,PL0038,,,,https://en.wikipedia.org/wiki/Eduard_Bernstein,,,,,,,,2017-07-10,OS,2018-01-26,WH
P0099,Bi,Ruxie,en,male,unknown,NULL,NULL,NULL,,,,,,,,,http://blog.sina.com.cn/s/blog_70d8bb250100njh0.html,,,,,,,,2017-07-10,OS,2018-03-13,WH
P0099,毕,汝协,zh,male,unknown,NULL,NULL,NULL,,,毕汝谐,zh,,,,,http://blog.sina.com.cn/s/blog_70d8bb250100njh0.html,,,,,,,,2017-07-10,OS,2018-03-13,WH
P0100,Bian,Zhilin,en,male,NULL,NULL,NULL,NULL,1910,2000,,,PL0037,,,,https://en.wikipedia.org/wiki/Bian_Zhilin,,,,,,,,2017-07-10,OS,2018-02-06,WH
P0100,卞,之琳,zh,male,NULL,NULL,NULL,NULL,1910,2000,,,PL0037,,,,https://en.wikipedia.org/wiki/Bian_Zhilin,,,,,,,,2017-07-10,OS,2018-02-06,WH
P0101,Blake,William,en,male,NULL,NULL,NULL,NULL,1757,1827,,,PL0036,,,,https://en.wikipedia.org/wiki/William_Blake,,,,,,,,2017-07-10,OS,2018-01-08,MG
P0101,布雷克,威廉,zh,male,NULL,NULL,NULL,NULL,1757,1827,,,PL0036,,,,https://en.wikipedia.org/wiki/William_Blake,,,,,,,,2017-07-10,OS,2018-01-08,MG
P0103,Boccaccio,Giovanni,en,male,NULL,NULL,NULL,NULL,1313,1375,,,PL0196,,,,https://www.britannica.com/biography/Giovanni-Boccaccio,,https://en.wikipedia.org/wiki/Certaldo,,,,,,2017-07-10,OS,2018-03-13,WH
P0103,薄伽丘,乔万尼,zh,male,NULL,NULL,NULL,NULL,1313,1375,,,PL0196,,,,https://www.britannica.com/biography/Giovanni-Boccaccio,,https://en.wikipedia.org/wiki/Certaldo,,,,,,2017-07-10,OS,2018-03-13,WH
P0104,Brahms,Johannes,en,male,NULL,NULL,NULL,NULL,1833,1897,,,PL0048,,,,https://en.wikipedia.org/wiki/Johannes_Brahms,,,,,,,,2017-07-10,OS,2018-01-08,MG
P0104,勃拉姆斯,约翰内斯,zh,male,NULL,NULL,NULL,NULL,1833,1897,,,PL0048,,,,https://en.wikipedia.org/wiki/Johannes_Brahms,,,,,,,,2017-07-10,OS,2018-01-08,MG
P0105,Braine,John,en,male,NULL,NULL,NULL,NULL,1922,1986,,,PL0049,,,,https://en.wikipedia.org/wiki/John_Braine,,,,,,,,2017-07-10,OS,2018-01-08,MG
P0105,勃莱恩,约翰,zh,male,NULL,NULL,NULL,NULL,1922,1986,,,PL0049,,,,https://en.wikipedia.org/wiki/John_Braine,,,,,,,,2017-07-10,OS,2018-01-08,MG
P0106,Han,Shaogong,en,male,yes,1968,1974,PL0052,1953,,,,PL0051,,,,https://en.wikipedia.org/wiki/Han_Shaogong,,,,,,,,2017-07-12,OS,2018-01-08,MG
P0106,韩,少功,zh,male,yes,1968,1974,PL0052,1953,,,,PL0051,,,,https://en.wikipedia.org/wiki/Han_Shaogong,,,,,,,,2017-07-12,OS,2018-01-08,MG
P0107,Wang,Shiqiang,en,male,NULL,NULL,NULL,NULL,1979,,,,PL0152,,,,"http://www.poemlife.com/libshow-2277.htm,,https://baike.baidu.com/item/%E7%8E%8B%E5%A3%AB%E5%BC%BA/9074549",,,,,,,He interviewed 芒克.,2017-07-12,OS,2018-03-13,WH
P0107,王,士强,zh,male,NULL,NULL,NULL,NULL,1979,,,,PL0152,,,,"http://www.poemlife.com/libshow-2277.htm,,https://baike.baidu.com/item/%E7%8E%8B%E5%A3%AB%E5%BC%BA/9074549",,,,,,,He interviewed 芒克.,2017-07-12,OS,2018-03-13,WH
P0108,Xu,Xiao,en,female,yes,1969..1971,..1975,PL0999,1954,,,,PL0003,,,,SS00012,154,http://www.china.com.cn/chinese/RS/736605.htm,ONLINE SOURCE,,,,,2017-07-12,OS,2019-04-28,WH
P0108,徐,晓,zh,female,yes,1969..1971,..1975,PL0999,1954,,,,PL0003,,,,SS00012,154,http://www.china.com.cn/chinese/RS/736605.htm,ONLINE SOURCE,,,,,2017-07-12,OS,2019-04-28,WH
P0109,Shu,Ting,en,female,yes,1969,1972,PL0999,1952,,Gong Peiyu,en,PL0056,,,,https://en.wikipedia.org/wiki/Shu_Ting,,,,,,,,2017-07-18,LH,2018-11-13,MG
P0109,舒,婷,zh,female,yes,1969,1972,PL0999,1952,,龚佩瑜,zh,PL0056,,,,https://en.wikipedia.org/wiki/Shu_Ting,,,,,,,,2017-07-18,LH,2018-11-13,MG
P0110,Gorky,Maxim,en,male,NULL,NULL,NULL,NULL,1868,1936,,,PL0057,,,,https://en.wikipedia.org/wiki/Maxim_Gorky,,,,,,,,2017-07-19,LH,2018-01-08,MG
P0110,Горький,Максим,ru,male,NULL,NULL,NULL,NULL,1868,1936,,,PL0057,,,,https://en.wikipedia.org/wiki/Maxim_Gorky,,,,,,,,2017-07-19,LH,2018-01-08,MG
P0110,高尔基,马克西姆,zh,male,NULL,NULL,NULL,NULL,1868,1936,,,PL0057,,,,https://en.wikipedia.org/wiki/Maxim_Gorky,,,,,,,,2017-07-19,LH,2018-01-08,MG
P0115,Brodsky,Joseph,en,male,NULL,NULL,NULL,NULL,1940,1996,,,PL0058,,,,https://en.wikipedia.org/wiki/Joseph_Brodsky,,,,,,,,2017-07-19,OS,2018-03-13,WH
P0115,Бродский,Иосиф,ru,male,NULL,NULL,NULL,NULL,1940,1996,,,PL0058,,,,https://en.wikipedia.org/wiki/Joseph_Brodsky,,,,,,,,2017-07-19,OS,2018-03-13,WH
P0115,布罗茨基,约瑟夫,zh,male,NULL,NULL,NULL,NULL,1940,1996,,,PL0058,,,,https://en.wikipedia.org/wiki/Joseph_Brodsky,,,,,,,,2017-07-19,OS,2018-03-13,WH
P0116,Kafka,Franz,en,male,NULL,NULL,NULL,NULL,1883,1924,,,PL0065,,,,https://en.wikipedia.org/wiki/Franz_Kafka,,,,,,,,2017-07-19,OS,2017-10-13,MG
P0116,卡夫卡,弗朗茨,zh,male,NULL,NULL,NULL,NULL,1883,1924,弗朗兹,zh,PL0065,,,,https://en.wikipedia.org/wiki/Franz_Kafka,,,,,,,,2017-07-19,OS,2017-10-13,MG
P0117,Kerouac,Jack,en,male,NULL,NULL,NULL,NULL,1922,1969,,,PL0066,,,,https://en.wikipedia.org/wiki/Jack_Kerouac,,,,,,,,2017-07-20,OS,2017-10-13,MG
P0117,杰克,凯鲁亚克,zh,male,NULL,NULL,NULL,NULL,1922,1969,,,PL0066,,,,https://en.wikipedia.org/wiki/Jack_Kerouac,,,,,,,,2017-07-20,OS,2017-10-13,MG
P0118,Milovan,Djilas,en,male,NULL,NULL,NULL,NULL,1911,1995,,,PL0059,,,,https://en.wikipedia.org/wiki/Milovan_Djilas,,,,,,,,2017-07-19,OS,2017-10-13,MG
P0118,Милован,Ђилас,sr,male,NULL,NULL,NULL,NULL,1911,1995,,,PL0059,NULL,,NULL,https://en.wikipedia.org/wiki/Milovan_Djilas,,,,,,,,2017-07-25,MG,2017-12-23,MG
P0118,米洛凡,吉拉斯,zh,male,NULL,NULL,NULL,NULL,1911,1995,密洛凡德热拉斯,zh,PL0059,NULL,,NULL,https://en.wikipedia.org/wiki/Milovan_Djilas,,,,,,,,2017-07-25,MG,2017-12-23,MG
P0119,Huang,Xiaolong,en,male,yes,1963,unknown,PL0006,1943,NULL,NULL,en,PL0012,,,,SS00026,,http://www.difangwenge.org/read.php?tid=3779,ONLINE SOURCE,,,黄炜华之子?,,2017-07-27,LH,2018-02-02,WH
P0119,黄,晓龙,zh,male,yes,1963,unknown,PL0006,1943,NULL,NULL,zh,PL0012,,,,SS00026,,http://www.difangwenge.org/read.php?tid=3779,ONLINE SOURCE,,,黄炜华之子?,,2017-07-27,LH,2018-02-02,WH
P0120,Zhang,Yang,en,male,yes,1965,1975?,PL0110,1944,,,,PL0060,,,,https://wapbaike.baidu.com/item/%E5%BC%A0%E6%89%AC/2057,,,,,,,,2017-08-01,LH,2018-02-02,WH
P0120,张,扬,zh,male,yes,1965,1975?,PL0110,1944,,,,PL0060,,,,https://wapbaike.baidu.com/item/%E5%BC%A0%E6%89%AC/2057,,,,,,,,2017-08-01,LH,2018-02-02,WH
P0130,Xu,Chenggang,en,male,yes,1967,1976,PL0154,1950,,,,PL0096,S03,,yes,SS00149,413-422,,,,,,,2017-07-28,MG,2018-02-07,WH
P0130,许,成钢,zh,male,yes,1967,1976,PL0154,1950,,,,PL0096,S03,,yes,SS00149,413,,,,,,,2017-07-28,MG,2018-02-07,WH
P0131,Li,Daxing,en,male,no,NULL,NULL,NULL,1960,,,,PL0002,,,,SS00153,554,http://book.sina.com.cn/news/xsxx/2017-12-04/doc-ifyphxwa7852332.shtml,ONLINE SOURCE,,,父亲是著名历史学家李新,Third source: http://news.cyol.com/yuanchuang/2017-12/03/content_16742715.htm,2017-07-28,MG,2018-11-13,WH
P0131,李,大兴,zh,male,no,NULL,NULL,NULL,1960,,,,PL0002,,,,SS00153,554,http://book.sina.com.cn/news/xsxx/2017-12-04/doc-ifyphxwa7852332.shtml,ONLINE SOURCE,,,父亲是著名历史学家李新,Third source: http://news.cyol.com/yuanchuang/2017-12/03/content_16742715.htm,2017-07-28,MG,2018-11-13,WH
